location,topic,topic_num,titles,urls,lat,long,category,world_score,canada_score,bc_score,image_urls
"Twitter

City",langley ridge editor maple chilliwack letters facebook follow ,18,['OUR VIEW: Someone define respect for Surrey mayor – North Delta Reporter'],['https://www.northdeltareporter.com/opinion/our-view-someone-define-respect-for-surrey-mayor/'],37.7767817,-122.4167923,local,7.0,59.0,7.0,['https://www.northdeltareporter.com/opinion/our-view-someone-define-respect-for-surrey-mayor/']
U.S.,langley ridge editor maple chilliwack letters facebook follow ,18,"['LETTER: Canada needs to rethink illegal firearms – Chilliwack Progress', 'LETTER: Dog groomer fears border crossing guards being too slack – Maple Ridge News', 'LETTER: All Washington plate owners can’t be Canadian residents – Maple Ridge News', 'LETTER: Many Americans work in Canada and have U.S. licence plates – Maple Ridge News', 'Maple Ridge goaltender taking talents to Junior A squad in Saskatchewan – Maple Ridge News']","['https://www.theprogress.com/opinion/letter-canada-needs-to-rethink-illegal-firearms/', 'https://www.mapleridgenews.com/opinion/letter-dog-groomer-fears-border-crossing-guards-being-too-slack/', 'https://www.mapleridgenews.com/opinion/letter-all-washington-plate-owners-cant-be-canadian-residents/', 'https://www.mapleridgenews.com/opinion/letter-many-americans-work-in-canada-and-have-u-s-licence-plates/', 'https://www.mapleridgenews.com/sports/maple-ridge-goaltender-taking-talents-to-junior-a-squad-in-saskatchewan/']",45.1895845,-88.73215845,local,7.0,59.0,7.0,"['https://www.theprogress.com/opinion/letter-canada-needs-to-rethink-illegal-firearms/', 'https://www.mapleridgenews.com/opinion/letter-dog-groomer-fears-border-crossing-guards-being-too-slack/', 'https://www.mapleridgenews.com/opinion/letter-all-washington-plate-owners-cant-be-canadian-residents/', 'https://www.mapleridgenews.com/opinion/letter-many-americans-work-in-canada-and-have-u-s-licence-plates/', 'https://www.mapleridgenews.com/sports/maple-ridge-goaltender-taking-talents-to-junior-a-squad-in-saskatchewan/']"
Vancouver,langley ridge editor maple chilliwack letters facebook follow ,18,"['COVID-19: ‘Contactless’ donation drive in Surrey to help women in need – North Delta Reporter', 'Mamas for Mamas Vancouver is in urgent need of donations', 'Langley resident could be the next Maxim Magazine covergirl – Langley Advance Times', 'LETTER: Permit parking on side streets could make neighbourhoods safer – Maple Ridge News']","['https://www.northdeltareporter.com/community/covid-19-contactless-donation-drive-in-surrey-to-help-women-in-need/', 'https://www.vancourier.com/community/mamas-for-mamas-vancouver-is-in-urgent-need-of-donations-1.24102975', 'https://www.langleyadvancetimes.com/entertainment/langley-resident-could-be-the-next-maxim-magazine-covergirl/', 'https://www.mapleridgenews.com/opinion/letter-permit-parking-on-side-streets-could-make-neighbourhoods-safer/']",49.2608724,-123.11395290000002,local,7.0,59.0,7.0,"['https://www.northdeltareporter.com/community/covid-19-contactless-donation-drive-in-surrey-to-help-women-in-need/', 'https://www.vancourier.com/community/mamas-for-mamas-vancouver-is-in-urgent-need-of-donations-1.24102975', 'https://www.langleyadvancetimes.com/entertainment/langley-resident-could-be-the-next-maxim-magazine-covergirl/', 'https://www.mapleridgenews.com/opinion/letter-permit-parking-on-side-streets-could-make-neighbourhoods-safer/']"
Vancouver Island,langley ridge editor maple chilliwack letters facebook follow ,18,['Maple Ridge Return-It centre serves as pilot for new beverage recycling effort – Maple Ridge News'],['https://www.mapleridgenews.com/business/maple-ridge-return-it-centre-serves-as-pilot-for-new-beverage-recycling-effort/'],49.592949450000006,-125.70255696124094,local,7.0,59.0,7.0,['https://www.mapleridgenews.com/business/maple-ridge-return-it-centre-serves-as-pilot-for-new-beverage-recycling-effort/']
Walnut Grove,langley ridge editor maple chilliwack letters facebook follow ,18,['‘More than any of us expected’: Langley store owner throws surprise prom for grads on staff – Langley Advance Times'],['https://www.langleyadvancetimes.com/news/grocer-transforms-walnut-grove-store-into-prom-to-surprise-12-high-school-employees-graduating-during-covid-19/'],44.2230121,-95.469449,local,7.0,59.0,7.0,['https://www.langleyadvancetimes.com/news/grocer-transforms-walnut-grove-store-into-prom-to-surprise-12-high-school-employees-graduating-during-covid-19/']
Washington,langley ridge editor maple chilliwack letters facebook follow ,18,['LETTER: Pendulum swinging too far the other way on ‘The Clan’ – Maple Ridge News'],['https://www.mapleridgenews.com/opinion/letter-pendulum-swinging-too-far-the-other-way-on-the-clan/'],38.8949855,-77.03657079999999,local,7.0,59.0,7.0,['https://www.mapleridgenews.com/opinion/letter-pendulum-swinging-too-far-the-other-way-on-the-clan/']
Whalley,langley ridge editor maple chilliwack letters facebook follow ,18,"['OUR VIEW: After Surrey tragedies, helpers rush in – North Delta Reporter']",['https://www.northdeltareporter.com/opinion/our-view-after-surrey-tragedies-helpers-rush-in/'],53.8244874,-2.4118942999999997,local,7.0,59.0,7.0,['https://www.northdeltareporter.com/opinion/our-view-after-surrey-tragedies-helpers-rush-in/']
Whonnock,langley ridge editor maple chilliwack letters facebook follow ,18,['Family-owned roofing company is passionate about giving back'],['https://www.tricitynews.com/standout/family-owned-roofing-company-is-passionate-about-giving-back-1.23152102'],49.1749273,-122.47327,local,7.0,59.0,7.0,['https://www.tricitynews.com/standout/family-owned-roofing-company-is-passionate-about-giving-back-1.23152102']
Windermere,langley ridge editor maple chilliwack letters facebook follow ,18,['VIDEO: Alberta man rescues baby eagle believed to be drowning in East Kootenay lake – Maple Ridge News'],['https://www.mapleridgenews.com/trending-now/video-alberta-man-rescues-baby-eagle-believed-to-be-drowning-in-kootenay-lake/'],54.3794828,-2.9061993999999998,local,7.0,59.0,7.0,['https://www.mapleridgenews.com/trending-now/video-alberta-man-rescues-baby-eagle-believed-to-be-drowning-in-kootenay-lake/']
Yennadon,langley ridge editor maple chilliwack letters facebook follow ,18,['Herd of deer camp out in Yennadon front yard – Maple Ridge News'],['https://www.mapleridgenews.com/community/herd-of-deer-camp-out-in-yennadon-front-yard/'],49.2357303,-122.5817379,local,7.0,59.0,7.0,['https://www.mapleridgenews.com/community/herd-of-deer-camp-out-in-yennadon-front-yard/']
editor@mapleridgenews.com,langley ridge editor maple chilliwack letters facebook follow ,18,"['Farmers market returns to downtown Maple Ridge – Maple Ridge News', 'LETTER: Weighing pros and cons of higher density vs. urban sprawl – Maple Ridge News']","['https://www.mapleridgenews.com/business/farmers-market-returns-to-downtown-maple-ridge/', 'https://www.mapleridgenews.com/opinion/letter-weighing-pros-and-cons-of-higher-density-vs-urban-sprawl/']",0.0,0.0,local,7.0,59.0,7.0,"['https://www.mapleridgenews.com/business/farmers-market-returns-to-downtown-maple-ridge/', 'https://www.mapleridgenews.com/opinion/letter-weighing-pros-and-cons-of-higher-density-vs-urban-sprawl/']"
homophobia,langley ridge editor maple chilliwack letters facebook follow ,18,['News – Chilliwack Progress'],['https://www.theprogress.com/./news/'],0.0,0.0,local,7.0,59.0,7.0,['https://www.theprogress.com/./news/']
memorabilia,langley ridge editor maple chilliwack letters facebook follow ,18,['Maple Ridge neighbourhood rallies together for Saturday garage sale – Maple Ridge News'],['https://www.mapleridgenews.com/community/maple-ridge-neighbourhood-rallies-together-for-saturday-garage-sale/'],44.066584,-92.7563378,local,7.0,59.0,7.0,['https://www.mapleridgenews.com/community/maple-ridge-neighbourhood-rallies-together-for-saturday-garage-sale/']
royalhotelchilliwack.com,langley ridge editor maple chilliwack letters facebook follow ,18,['Chilliwack home built in 1910 will be saved from demolition – Abbotsford News'],['https://www.abbynews.com/news/chilliwack-home-built-in-1910-will-be-saved-from-demolition/'],0.0,0.0,local,7.0,59.0,7.0,['https://www.abbynews.com/news/chilliwack-home-built-in-1910-will-be-saved-from-demolition/']
the City of Maple Ridge,langley ridge editor maple chilliwack letters facebook follow ,18,"['VIDEO: RCMP asks public how Mounties can better serve the community – Maple Ridge News', 'LETTER: More dog poo waste bins could be the answer – Maple Ridge News']","['https://www.mapleridgenews.com/news/video-rcmp-asks-public-how-mounties-can-better-serve-the-community/', 'https://www.mapleridgenews.com/opinion/letter-more-dog-poo-waste-bins-could-be-the-answer/']",49.2197345,-122.5997078,local,7.0,59.0,7.0,"['https://www.mapleridgenews.com/news/video-rcmp-asks-public-how-mounties-can-better-serve-the-community/', 'https://www.mapleridgenews.com/opinion/letter-more-dog-poo-waste-bins-could-be-the-answer/']"
the Upper Fraser Valley,langley ridge editor maple chilliwack letters facebook follow ,18,['Chilliwack RCMP seeing surge in telephone-based tax scam – Abbotsford News'],['https://www.abbynews.com/news/chilliwack-rcmp-seeing-surge-in-telephone-based-tax-scam/'],54.1190551,-121.945434,local,7.0,59.0,7.0,['https://www.abbynews.com/news/chilliwack-rcmp-seeing-surge-in-telephone-based-tax-scam/']
transphobia,langley ridge editor maple chilliwack letters facebook follow ,18,"['BC Liberals barred from Vancouver Pride Parade if Chilliwack-Kent MLA isn’t ousted – Chilliwack Progress', 'NDP wants Chilliwack-Kent MLA removed from BC Liberal caucus for alleged homophobia – Chilliwack Progress']","['https://www.theprogress.com/news/bc-liberals-barred-from-vancouver-pride-parade-if-chilliwack-kent-mla-isnt-ousted/', 'https://www.theprogress.com/news/ndp-wants-chilliwack-kent-mla-removed-from-bc-liberal-caucus-for-alleged-homophobia/']",0.0,0.0,local,7.0,59.0,7.0,"['https://www.theprogress.com/news/bc-liberals-barred-from-vancouver-pride-parade-if-chilliwack-kent-mla-isnt-ousted/', 'https://www.theprogress.com/news/ndp-wants-chilliwack-kent-mla-removed-from-bc-liberal-caucus-for-alleged-homophobia/']"
www.nwpl.ca/summerreading,langley ridge editor maple chilliwack letters facebook follow ,18,['Summer Reading Club returns to New West'],['https://www.newwestrecord.ca/community/summer-reading-club-returns-to-new-west-1.24153244'],0.0,0.0,local,7.0,59.0,7.0,['https://www.newwestrecord.ca/community/summer-reading-club-returns-to-new-west-1.24153244']
Abbotsford,canada canadians flights traveller borders airlines country air ,19,"['MS Bike fundraiser goes virtual in midst of pandemic – Abbotsford News', 'Club volleyball season officially ends with cancellation of Nationals']","['https://www.abbynews.com/community/ms-bike-fundraiser-goes-virtual-in-midst-of-pandemic/', 'https://www.richmond-news.com/sports/club-volleyball-season-officially-ends-with-cancellation-of-nationals-1.24105502']",49.0521162,-122.32947920000001,covid-19,86.0,57.0,10.0,"['https://www.abbynews.com/community/ms-bike-fundraiser-goes-virtual-in-midst-of-pandemic/', 'https://www.richmond-news.com/sports/club-volleyball-season-officially-ends-with-cancellation-of-nationals-1.24105502']"
Airbnb,canada canadians flights traveller borders airlines country air ,19,['Best practices for renting a vacation home during a pandemic'],['https://toronto.ctvnews.ca/best-practices-for-renting-a-vacation-home-during-a-pandemic-1.5014680'],48.3035927,-4.5628815000000005,covid-19,86.0,57.0,10.0,['https://toronto.ctvnews.ca/best-practices-for-renting-a-vacation-home-during-a-pandemic-1.5014680']
Alberta,canada canadians flights traveller borders airlines country air ,19,['Cross-border wedding day brings families in U.S. and Canada together over barbed wire fence'],['https://www.cbc.ca/news/canada/calgary/usa-canada-alberta-border-wedding-1.5650714'],55.001251,-115.00213600000001,covid-19,86.0,57.0,10.0,['https://www.cbc.ca/news/canada/calgary/usa-canada-alberta-border-wedding-1.5650714']
Barbados,canada canadians flights traveller borders airlines country air ,19,['Canadians are now welcome to travel to Barbados'],['https://www.vancourier.com/living/canadians-are-now-welcome-to-travel-to-barbados-1.24169574'],13.1500331,-59.52503050000001,covid-19,86.0,57.0,10.0,['https://www.vancourier.com/living/canadians-are-now-welcome-to-travel-to-barbados-1.24169574']
British Columbia,canada canadians flights traveller borders airlines country air ,19,"['Five questions with: Destination B.C.', '‘It’s really frustrating’: B.C. Indigenous groups share impact of border closures', 'Government’s approval rating up in pandemic’s 100-day checkup', 'South Surrey man to bike across Canada – North Delta Reporter', 'Workers rally to fight for jobs amid coronavirus epidemic; dire time for hotels']","['https://www.vancourier.com/living/five-questions-with-destination-b-c-1.24129135', 'https://www.therecord.com/ts/news/canada/2020/07/13/its-really-frustrating-bc-indigenous-groups-share-impact-of-border-closures.html', 'https://www.vancourier.com/opinion/government-s-approval-rating-up-in-pandemic-s-100-day-checkup-1.24164430', 'https://www.northdeltareporter.com/community/south-surrey-man-to-bike-across-canada/', 'https://www.tricitynews.com/covid-19/workers-rally-to-fight-for-jobs-amid-coronavirus-epidemic-dire-time-for-hotels-1.24166635']",55.001251,-125.00244099999999,covid-19,86.0,57.0,10.0,"['https://www.vancourier.com/living/five-questions-with-destination-b-c-1.24129135', 'https://www.therecord.com/ts/news/canada/2020/07/13/its-really-frustrating-bc-indigenous-groups-share-impact-of-border-closures.html', 'https://www.vancourier.com/opinion/government-s-approval-rating-up-in-pandemic-s-100-day-checkup-1.24164430', 'https://www.northdeltareporter.com/community/south-surrey-man-to-bike-across-canada/', 'https://www.tricitynews.com/covid-19/workers-rally-to-fight-for-jobs-amid-coronavirus-epidemic-dire-time-for-hotels-1.24166635']"
Brussels,canada canadians flights traveller borders airlines country air ,19,"[""U.S. travellers unlikely to be allowed on EU's 'safe list'""]",['https://www.cp24.com/world/u-s-travellers-unlikely-to-be-allowed-on-eu-s-safe-list-1.5003883'],50.8465573,4.351697,covid-19,86.0,57.0,10.0,['https://www.cp24.com/world/u-s-travellers-unlikely-to-be-allowed-on-eu-s-safe-list-1.5003883']
Burnaby,canada canadians flights traveller borders airlines country air ,19,['Burnaby company looks ready to go on a hiring binge'],['https://www.burnabynow.com/news/burnaby-company-looks-ready-to-go-on-a-hiring-binge-1.24162552'],49.2433804,-122.9725459,covid-19,86.0,57.0,10.0,['https://www.burnabynow.com/news/burnaby-company-looks-ready-to-go-on-a-hiring-binge-1.24162552']
Calgary,canada canadians flights traveller borders airlines country air ,19,"['At least 26 flights have arrived in Canada with COVID-19 cases in last two weeks', 'Ping pong ball-sized hail in southern Alberta? Another day of storm potential']","['https://www.ctvnews.ca/health/coronavirus/at-least-26-flights-have-arrived-in-canada-with-covid-19-cases-in-last-two-weeks-1.5024278', 'https://calgary.ctvnews.ca/ping-pong-ball-sized-hail-in-southern-alberta-another-day-of-storm-potential-1.5028182']",51.0534234,-114.0625892,covid-19,86.0,57.0,10.0,"['https://www.ctvnews.ca/health/coronavirus/at-least-26-flights-have-arrived-in-canada-with-covid-19-cases-in-last-two-weeks-1.5024278', 'https://calgary.ctvnews.ca/ping-pong-ball-sized-hail-in-southern-alberta-another-day-of-storm-potential-1.5028182']"
Canada,canada canadians flights traveller borders airlines country air ,19,"['5 things to know on CTVNews.ca for Wednesday, July 15, 2020: RCMP lawsuit, fake exemption cards, working from home', 'Mackenzie Tour announces four tournaments for pro golfers residing in Canada', 'Study reveals Canadians claiming to be financially knowledgeable carry the largest debt', 'Passengers on flight from Mexico City to YVR warned of possible COVID exposure', 'PM Trudeau confirms Canada-U.S. border closure extending to Aug. 21']","['https://www.ctvnews.ca/5-things/5-things-to-know-for-wednesday-july-15-2020-1.5024764', 'https://www.therecord.com/ts/sports/golf/2020/07/10/mackenzie-tour-announces-four-tournaments-for-pro-golfers-residing-in-canada.html', 'https://www.burnabynow.com/standout/study-reveals-canadians-claiming-to-be-financially-knowledgeable-carry-the-largest-debt-1.24064321', 'https://www.tricitynews.com/news/passengers-on-flight-from-mexico-city-to-yvr-warned-of-possible-covid-exposure-1.24168453', 'https://www.ctvnews.ca/politics/pm-trudeau-confirms-canada-u-s-border-closure-extending-to-aug-21-1.5027167']",61.0666922,-107.9917071,covid-19,86.0,57.0,10.0,"['https://www.ctvnews.ca/5-things/5-things-to-know-for-wednesday-july-15-2020-1.5024764', 'https://www.therecord.com/ts/sports/golf/2020/07/10/mackenzie-tour-announces-four-tournaments-for-pro-golfers-residing-in-canada.html', 'https://www.burnabynow.com/standout/study-reveals-canadians-claiming-to-be-financially-knowledgeable-carry-the-largest-debt-1.24064321', 'https://www.tricitynews.com/news/passengers-on-flight-from-mexico-city-to-yvr-warned-of-possible-covid-exposure-1.24168453', 'https://www.ctvnews.ca/politics/pm-trudeau-confirms-canada-u-s-border-closure-extending-to-aug-21-1.5027167']"
China,canada canadians flights traveller borders airlines country air ,19,"['COVID-19 leading to less sex, more gender-based violence: UBC researcher']",['https://www.healthing.ca/news/covid-19-leading-to-less-sex-more-gender-based-violence-ubc-researcher'],35.000074,104.999927,covid-19,86.0,57.0,10.0,['https://www.healthing.ca/news/covid-19-leading-to-less-sex-more-gender-based-violence-ubc-researcher']
Coquitlam,canada canadians flights traveller borders airlines country air ,19,['The importance of recognizing Remembrance Day'],['https://www.tricitynews.com/standout/the-importance-of-recognizing-remembrance-day-1.2371340'],49.2842958,-122.79328100000001,covid-19,86.0,57.0,10.0,['https://www.tricitynews.com/standout/the-importance-of-recognizing-remembrance-day-1.2371340']
Cuba,canada canadians flights traveller borders airlines country air ,19,['Some parts of Cuba opened to tourists July 1'],['https://www.tricitynews.com/covid-19/some-parts-of-cuba-opened-to-tourists-july-1-1.24165726'],23.0131338,-80.8328748,covid-19,86.0,57.0,10.0,['https://www.tricitynews.com/covid-19/some-parts-of-cuba-opened-to-tourists-july-1-1.24165726']
Dawson City,canada canadians flights traveller borders airlines country air ,19,"['Virtual experiences from Tourism Yukon, include bhangra dancing with Gurdeep Pandher']",['https://www.vancourier.com/living/virtual-experiences-from-tourism-yukon-include-bhangra-dancing-with-gurdeep-pandher-1.24160909'],64.0606605,-139.43169550000002,covid-19,86.0,57.0,10.0,['https://www.vancourier.com/living/virtual-experiences-from-tourism-yukon-include-bhangra-dancing-with-gurdeep-pandher-1.24160909']
Dayspring,canada canadians flights traveller borders airlines country air ,19,"[""'A new life chapter': Beloved 'Theodore Tugboat' replica vessel up for sale""]",['https://www.ctvnews.ca/entertainment/theodore-tugboat-replica-vessel-up-for-sale-for-495k-1.5028423'],44.3783816,-64.47188059999999,covid-19,86.0,57.0,10.0,['https://www.ctvnews.ca/entertainment/theodore-tugboat-replica-vessel-up-for-sale-for-495k-1.5028423']
Egypt,canada canadians flights traveller borders airlines country air ,19,"['Give yourself something to look forward to by planning a trip to Egypt', 'Egypt reopening for tourists as it eases border restrictions']","['https://www.vancourier.com/standout/give-yourself-something-to-look-forward-to-by-planning-a-trip-to-egypt-1.24124893', 'https://www.nsnews.com/standout/egypt-reopening-for-tourists-as-it-eases-border-restrictions-1.24167908']",26.2540493,29.2675469,covid-19,86.0,57.0,10.0,"['https://www.vancourier.com/standout/give-yourself-something-to-look-forward-to-by-planning-a-trip-to-egypt-1.24124893', 'https://www.nsnews.com/standout/egypt-reopening-for-tourists-as-it-eases-border-restrictions-1.24167908']"
Ethiopia,canada canadians flights traveller borders airlines country air ,19,"[""Flight testing for Boeing's 737 Max could begin Monday""]",['https://www.cp24.com/world/flight-testing-for-boeing-s-737-max-could-begin-monday-1.5003786'],10.2116702,38.6521203,covid-19,86.0,57.0,10.0,['https://www.cp24.com/world/flight-testing-for-boeing-s-737-max-could-begin-monday-1.5003786']
Florida,canada canadians flights traveller borders airlines country air ,19,['Canuck halts Florida skinny-dipping spree via CCTV'],['https://torontosun.com/news/weird/canuck-halts-florida-skinny-dipping-spree-via-cctv'],27.7567667,-81.4639835,covid-19,86.0,57.0,10.0,['https://torontosun.com/news/weird/canuck-halts-florida-skinny-dipping-spree-via-cctv']
Hong Kong,canada canadians flights traveller borders airlines country air ,19,"['Fly off in comfort to Hong Kong and Taiwan with China Airlines A350', ""Air Canada urges Ottawa to adopt 'science-based approach' to reopen travel""]","['https://www.vancourier.com/standout/fly-off-in-comfort-to-hong-kong-and-taiwan-with-china-airlines-a350-1.13524768', 'https://www.ctvnews.ca/business/air-canada-urges-ottawa-to-adopt-science-based-approach-to-reopen-travel-1.5025974']",22.2793278,114.16281310000001,covid-19,86.0,57.0,10.0,"['https://www.vancourier.com/standout/fly-off-in-comfort-to-hong-kong-and-taiwan-with-china-airlines-a350-1.13524768', 'https://www.ctvnews.ca/business/air-canada-urges-ottawa-to-adopt-science-based-approach-to-reopen-travel-1.5025974']"
India,canada canadians flights traveller borders airlines country air ,19,"['Air France, United Airlines to run limited flights to India']",['https://www.ctvnews.ca/business/air-france-united-airlines-to-run-limited-flights-to-india-1.5026692'],22.3511148,78.6677428,covid-19,86.0,57.0,10.0,['https://www.ctvnews.ca/business/air-france-united-airlines-to-run-limited-flights-to-india-1.5026692']
Iran,canada canadians flights traveller borders airlines country air ,19,"['Iran blames bad communication, alignment for jet shootdown']",['https://www.therecord.com/ts/news/world/middleeast/2020/07/12/iran-blames-bad-communication-alignment-for-jet-shootdown.html'],32.6475314,54.56435160000001,covid-19,86.0,57.0,10.0,['https://www.therecord.com/ts/news/world/middleeast/2020/07/12/iran-blames-bad-communication-alignment-for-jet-shootdown.html']
Ireland,canada canadians flights traveller borders airlines country air ,19,"['5 things to know on CTVNews.ca for Thursday, July 16, 2020: WE Day cancelled, Twitter hack, face mask safety']",['https://www.ctvnews.ca/5-things/5-things-to-know-for-thursday-july-16-2020-1.5026397'],52.865196,-7.9794599,covid-19,86.0,57.0,10.0,['https://www.ctvnews.ca/5-things/5-things-to-know-for-thursday-july-16-2020-1.5026397']
Javier,canada canadians flights traveller borders airlines country air ,19,['In The Margins: ‘American Dirt’ an adrenalin-fueled page-turner'],['https://www.therecord.com/entertainment/books/review/2020/06/05/in-the-margins-american-dirt-an-adrenalin-fueled-page-turner.html'],42.5911918,-1.2086914,covid-19,86.0,57.0,10.0,['https://www.therecord.com/entertainment/books/review/2020/06/05/in-the-margins-american-dirt-an-adrenalin-fueled-page-turner.html']
Kelowna,canada canadians flights traveller borders airlines country air ,19,['More B.C. flights with COVID-19 cases identified by B.C. Centre for Disease Control'],['https://bc.ctvnews.ca/more-b-c-flights-with-covid-19-cases-identified-by-b-c-centre-for-disease-control-1.5027191'],49.889326,-119.498291,covid-19,86.0,57.0,10.0,['https://bc.ctvnews.ca/more-b-c-flights-with-covid-19-cases-identified-by-b-c-centre-for-disease-control-1.5027191']
LONDON,canada canadians flights traveller borders airlines country air ,19,['Heat Warning issued as temperatures climb for the weekend'],['http://windsor.ctvnews.ca/heat-warning-issued-as-temperatures-climb-for-the-weekend-1.5028051'],51.5073219,-0.1276474,covid-19,86.0,57.0,10.0,['http://windsor.ctvnews.ca/heat-warning-issued-as-temperatures-climb-for-the-weekend-1.5028051']
Labrador,canada canadians flights traveller borders airlines country air ,19,['Chef John Bishop leads charitable tours'],['https://www.nsnews.com/standout/chef-john-bishop-leads-charitable-tours-1.23175197'],55.9266344,-61.88499184409646,covid-19,86.0,57.0,10.0,['https://www.nsnews.com/standout/chef-john-bishop-leads-charitable-tours-1.23175197']
Las Vegas,canada canadians flights traveller borders airlines country air ,19,['There are almost 230 hotels already open in Las Vegas'],['https://www.vancourier.com/living/there-are-almost-230-hotels-already-open-in-las-vegas-1.24157720'],36.1672559,-115.1485163,covid-19,86.0,57.0,10.0,['https://www.vancourier.com/living/there-are-almost-230-hotels-already-open-in-las-vegas-1.24157720']
London,canada canadians flights traveller borders airlines country air ,19,['Top European LGBT travel destinations from a TD traveller'],['https://www.vancourier.com/standout/top-european-lgbt-travel-destinations-from-a-td-traveller-1.2247867'],51.5073219,-0.1276474,covid-19,86.0,57.0,10.0,['https://www.vancourier.com/standout/top-european-lgbt-travel-destinations-from-a-td-traveller-1.2247867']
Manitoba,canada canadians flights traveller borders airlines country air ,19,"[""'We can’t continue to live in fear': Premier backs campaign urging Canadians to visit Manitoba"", 'Louis Riel’s trial from 135 years ago continues with competing cultural stories and icons']","['https://winnipeg.ctvnews.ca/we-can-t-continue-to-live-in-fear-premier-backs-campaign-urging-canadians-to-visit-manitoba-1.5024467', 'https://www.thestar.com/news/canada/2020/07/17/louis-riels-trial-from-135-years-ago-continues-with-competing-cultural-stories-and-icons.html']",55.001251,-97.001038,covid-19,86.0,57.0,10.0,"['https://winnipeg.ctvnews.ca/we-can-t-continue-to-live-in-fear-premier-backs-campaign-urging-canadians-to-visit-manitoba-1.5024467', 'https://www.thestar.com/news/canada/2020/07/17/louis-riels-trial-from-135-years-ago-continues-with-competing-cultural-stories-and-icons.html']"
Montreal,canada canadians flights traveller borders airlines country air ,19,"['Canadian airlines accused of ignoring COVID precautions, denying refunds', ""Montreal artist Patrick Watson says Indigenous land acknowledgement 'censored' from Canada Day performance""]","['https://www.cp24.com/news/canadian-airlines-accused-of-ignoring-covid-precautions-denying-refunds-1.5014269', 'https://www.cbc.ca/news/canada/montreal/patrick-watson-indigenous-land-acknowledgement-censored-canada-day-1.5636152']",45.4972159,-73.61036419999999,covid-19,86.0,57.0,10.0,"['https://www.cp24.com/news/canadian-airlines-accused-of-ignoring-covid-precautions-denying-refunds-1.5014269', 'https://www.cbc.ca/news/canada/montreal/patrick-watson-indigenous-land-acknowledgement-censored-canada-day-1.5636152']"
Nevada,canada canadians flights traveller borders airlines country air ,19,['Five questions with Travel Nevada'],['https://www.vancourier.com/living/five-questions-with-travel-nevada-1.24137053'],39.5158825,-116.85372269999999,covid-19,86.0,57.0,10.0,['https://www.vancourier.com/living/five-questions-with-travel-nevada-1.24137053']
New Brunswick,canada canadians flights traveller borders airlines country air ,19,['New Brunswick offers rebates for residents who take a staycation this summer'],['https://atlantic.ctvnews.ca/new-brunswick-offers-rebates-for-residents-who-take-a-staycation-this-summer-1.5025463'],46.500283,-66.75018299999999,covid-19,86.0,57.0,10.0,['https://atlantic.ctvnews.ca/new-brunswick-offers-rebates-for-residents-who-take-a-staycation-this-summer-1.5025463']
OTTAWA,canada canadians flights traveller borders airlines country air ,19,"['A view from space: Comet Neowise spotted after approaching the sun', ""Royal Canadian Navy to replace 'seaman' in rank titles with gender-neutral term"", 'Rainy start to Friday ahead of humid weekend']","['https://www.ctvnews.ca/sci-tech/a-view-from-space-comet-neowise-spotted-after-approaching-the-sun-1.5020497', 'https://atlantic.ctvnews.ca/royal-canadian-navy-to-replace-seaman-in-rank-titles-with-gender-neutral-term-1.5026824', 'https://ottawa.ctvnews.ca/rainy-start-to-friday-ahead-of-humid-weekend-1.5028026']",45.421106,-75.690308,covid-19,86.0,57.0,10.0,"['https://www.ctvnews.ca/sci-tech/a-view-from-space-comet-neowise-spotted-after-approaching-the-sun-1.5020497', 'https://atlantic.ctvnews.ca/royal-canadian-navy-to-replace-seaman-in-rank-titles-with-gender-neutral-term-1.5026824', 'https://ottawa.ctvnews.ca/rainy-start-to-friday-ahead-of-humid-weekend-1.5028026']"
Ontario,canada canadians flights traveller borders airlines country air ,19,"['Air Canada ending service to 8 cities, suspending 30 regional routes']",['https://www.ctvnews.ca/business/air-canada-ending-service-to-8-cities-suspending-30-regional-routes-1.5005756'],50.000678,-86.000977,covid-19,86.0,57.0,10.0,['https://www.ctvnews.ca/business/air-canada-ending-service-to-8-cities-suspending-30-regional-routes-1.5005756']
Oregon,canada canadians flights traveller borders airlines country air ,19,['Five questions with Travel Oregon'],['https://www.vancourier.com/living/five-questions-with-travel-oregon-1.24133246'],43.9792797,-120.737257,covid-19,86.0,57.0,10.0,['https://www.vancourier.com/living/five-questions-with-travel-oregon-1.24133246']
